window_id,window,name,trades,win_rate,net_r,pnl_usd,roi_pct,max_dd_pct,status,failures
1,W01,Late 2023 Fed Higher-for-Longer Pause,16,31.25,-7.015232067510764,-241.39648185654363,-4.827929637130873,4.827929637130837,FAIL,ROI (-4.83%) < Target (+10.00%); Win Rate (31.2%) < Target (40.0%); Net R (-7.02R) < Target (+2.50R)
2,W02,Q4 2023 Year-End Soft Landing Rally,30,43.333333333333336,-4.817771280052458,-204.54611020144847,-4.09092220402897,4.631402747863718,FAIL,ROI (-4.09%) < Target (+10.00%); Net R (-4.82R) < Target (+2.50R)
3,W03,Q1 2024 Global Disinflation Surge,70,51.42857142857142,7.248636259076724,151.88152587435405,3.0376305174870812,4.299821255640735,FAIL,ROI (+3.04%) < Target (+10.00%)
4,W04,Early 2024 Tech & Index Expansion,67,52.23880597014925,-9.069822078642193,351.14996267608325,7.022999253521665,4.052418490727511,FAIL,ROI (+7.02%) < Target (+10.00%); Net R (-9.07R) < Target (+2.50R)
5,W05,Spring 2024 Geopolitical Energy Spike,61,50.81967213114754,-2.1447961335339034,-200.26378548317535,-4.005275709663507,4.51364919294057,FAIL,ROI (-4.01%) < Target (+10.00%); Net R (-2.14R) < Target (+2.50R)
6,W06,ECB Rate Cut Pivot & Dollar Strength,27,37.03703703703704,-2.6417489921319417,-200.92786985371447,-4.018557397074289,4.494562802220989,FAIL,ROI (-4.02%) < Target (+10.00%); Win Rate (37.0%) < Target (40.0%); Net R (-2.64R) < Target (+2.50R)
7,W07,Mid-2024 High-Beta Equity Distribution,129,55.03875968992248,16.482315756216522,112.52883022640236,2.2505766045280473,4.477570713115074,FAIL,ROI (+2.25%) < Target (+10.00%)
8,W08,August 2024 Global Carry Trade Flash Unwind,28,50.0,1.2090035553473606,21.094913575582734,0.42189827151165465,4.361412062152316,FAIL,ROI (+0.42%) < Target (+10.00%); Net R (+1.21R) < Target (+2.50R)
9,W09,Fed 50bps Jumbo Rate Cut Ignition,46,50.0,-0.41165289007657524,-82.46933339794315,-1.6493866679588627,4.380219086802482,FAIL,ROI (-1.65%) < Target (+10.00%); Net R (-0.41R) < Target (+2.50R)
10,W10,US Presidential Election Mega Breakout,37,48.64864864864865,-4.493394648958077,-235.06119811955455,-4.701223962391091,4.701223962391069,FAIL,ROI (-4.70%) < Target (+10.00%); Net R (-4.49R) < Target (+2.50R)
11,W11,Year-End Cross-Currency Flow Rebalancing,14,35.714285714285715,-7.53413502109707,-205.41775105485257,-4.108355021097052,4.793083166960272,FAIL,ROI (-4.11%) < Target (+10.00%); Win Rate (35.7%) < Target (40.0%); Trades (14) < Target (15); Net R (-7.53R) < Target (+2.50R)
12,W12,Post-Inauguration Trade Policy Realignment,18,44.44444444444444,-7.021575358035749,-158.33556790178744,-3.166711358035749,4.636477466763083,FAIL,ROI (-3.17%) < Target (+10.00%); Net R (-7.02R) < Target (+2.50R)
13,W13,Spring 2025 Precious Metals All-Time High,13,46.15384615384615,-5.036650412167711,-130.2726058748445,-2.6054521174968897,4.485483449660389,FAIL,ROI (-2.61%) < Target (+10.00%); Trades (13) < Target (15); Net R (-5.04R) < Target (+2.50R)
14,W14,Late-Cycle Yield Curve Steepening,11,27.27272727272727,-8.429999999999982,-230.79499999999908,-4.615899999999982,4.681860152774264,FAIL,ROI (-4.62%) < Target (+10.00%); Win Rate (27.3%) < Target (40.0%); Trades (11) < Target (15); Net R (-8.43R) < Target (+2.50R)
15,W15,European Macro Slowdown & CNH Divergence,40,62.5,1.4373705723614274,127.31596933118276,2.546319386623655,4.368003437757727,FAIL,ROI (+2.55%) < Target (+10.00%); Net R (+1.44R) < Target (+2.50R)
16,W16,Late-Summer Commodity Volatility Expansion,27,44.44444444444444,-3.6977333987279355,-74.22676122770196,-1.484535224554039,4.482263855706475,FAIL,ROI (-1.48%) < Target (+10.00%); Net R (-3.70R) < Target (+2.50R)
17,W17,Autumn 2025 Global Liquidity Injection,38,57.89473684210527,-4.232583888235666,-142.4454569264784,-2.848909138529568,4.661017184896425,FAIL,ROI (-2.85%) < Target (+10.00%); Net R (-4.23R) < Target (+2.50R)
18,W18,Q4 2025 Industrial Metals & Indices Momentum,22,40.909090909090914,-5.759999999999954,-161.66759999999985,-3.233351999999997,4.737902515254533,FAIL,ROI (-3.23%) < Target (+10.00%); Net R (-5.76R) < Target (+2.50R)
19,W19,Q1 2026 New Year Cross-Asset Range Shift,18,44.44444444444444,-6.4143362831859605,-148.99534867256835,-2.979906973451367,4.61968534303394,FAIL,ROI (-2.98%) < Target (+10.00%); Net R (-6.41R) < Target (+2.50R)
20,W20,March 2026 Modern Microstructure Shock,68,51.470588235294116,-2.4220212929502707,-232.67337298484807,-4.653467459696961,4.719401633766364,FAIL,ROI (-4.65%) < Target (+10.00%); Net R (-2.42R) < Target (+2.50R)
