window_id,window,name,trades,win_rate,net_r,pnl_usd,roi_pct,max_dd_pct,status,failures
1,W01,Late 2023 Fed Higher-for-Longer Pause,25,64.0,-0.7168000000000007,6.5369999999999955,0.1307399999999999,4.169743428380577,FAIL,ROI (+0.13%) < Target (+10.00%); Net R (-0.72R) < Target (+2.50R)
2,W02,Q4 2023 Year-End Soft Landing Rally,21,66.66666666666666,8.0881,282.46475,5.6492949999999995,2.7875958505055034,FAIL,ROI (+5.65%) < Target (+10.00%)
3,W03,Q1 2024 Global Disinflation Surge,26,57.692307692307686,6.0436,66.87184999999998,1.3374369999999995,3.721337276388501,FAIL,ROI (+1.34%) < Target (+10.00%)
4,W04,Early 2024 Tech & Index Expansion,12,58.333333333333336,2.7251000000000003,232.30075000000002,4.646015,3.620520428484592,FAIL,ROI (+4.65%) < Target (+10.00%); Trades (12) < Target (15)
5,W05,Spring 2024 Geopolitical Energy Spike,11,36.36363636363637,-2.814400000000001,8.398349999999958,0.16796699999999917,4.048349999487515,FAIL,ROI (+0.17%) < Target (+10.00%); Win Rate (36.4%) < Target (40.0%); Trades (11) < Target (15); Net R (-2.81R) < Target (+2.50R)
6,W06,ECB Rate Cut Pivot & Dollar Strength,25,48.0,-2.8646000000000007,-137.90045000000006,-2.7580090000000013,4.319398874033755,FAIL,ROI (-2.76%) < Target (+10.00%); Net R (-2.86R) < Target (+2.50R)
7,W07,Mid-2024 High-Beta Equity Distribution,33,39.39393939393939,-5.2328,-231.17275000000004,-4.623455000000001,4.6234549999999945,FAIL,ROI (-4.62%) < Target (+10.00%); Win Rate (39.4%) < Target (40.0%); Net R (-5.23R) < Target (+2.50R)
8,W08,August 2024 Global Carry Trade Flash Unwind,15,33.33333333333333,-8.1331,-228.70935000000003,-4.574187,4.61176996263471,FAIL,ROI (-4.57%) < Target (+10.00%); Win Rate (33.3%) < Target (40.0%); Net R (-8.13R) < Target (+2.50R)
9,W09,Fed 50bps Jumbo Rate Cut Ignition,44,72.72727272727273,21.6123,599.7468000000001,11.994936000000003,3.617099158512748,PASS,
10,W10,US Presidential Election Mega Breakout,39,69.23076923076923,4.605499999999998,36.38105000000003,0.7276210000000006,3.775664273340119,FAIL,ROI (+0.73%) < Target (+10.00%)
11,W11,Year-End Cross-Currency Flow Rebalancing,22,36.36363636363637,-8.122200000000001,-240.72950000000003,-4.814590000000001,4.814590000000062,FAIL,ROI (-4.81%) < Target (+10.00%); Win Rate (36.4%) < Target (40.0%); Net R (-8.12R) < Target (+2.50R)
12,W12,Post-Inauguration Trade Policy Realignment,16,56.25,2.5661000000000005,353.99924999999996,7.079985,4.067367688114619,FAIL,ROI (+7.08%) < Target (+10.00%)
13,W13,Spring 2025 Precious Metals All-Time High,45,51.11111111111111,-1.1864999999999997,-105.40229999999997,-2.1080459999999994,4.258770457107486,FAIL,ROI (-2.11%) < Target (+10.00%); Net R (-1.19R) < Target (+2.50R)
14,W14,Late-Cycle Yield Curve Steepening,41,60.97560975609756,6.5824,54.90095000000001,1.0980190000000003,3.919470454504534,FAIL,ROI (+1.10%) < Target (+10.00%)
15,W15,European Macro Slowdown & CNH Divergence,17,41.17647058823529,-3.924400000000001,-45.055899999999994,-0.9011179999999999,4.671246282160727,FAIL,ROI (-0.90%) < Target (+10.00%); Net R (-3.92R) < Target (+2.50R)
16,W16,Late-Summer Commodity Volatility Expansion,13,38.46153846153847,-7.354099999999999,-166.72665,-3.334533,4.808197297635313,FAIL,ROI (-3.33%) < Target (+10.00%); Win Rate (38.5%) < Target (40.0%); Trades (13) < Target (15); Net R (-7.35R) < Target (+2.50R)
17,W17,Autumn 2025 Global Liquidity Injection,29,48.275862068965516,4.234400000000001,265.7006499999999,5.314012999999998,4.199102356779664,FAIL,ROI (+5.31%) < Target (+10.00%)
18,W18,Q4 2025 Industrial Metals & Indices Momentum,25,52.0,-7.1321,-227.69095000000002,-4.553819000000001,4.553819000000003,FAIL,ROI (-4.55%) < Target (+10.00%); Net R (-7.13R) < Target (+2.50R)
19,W19,Q1 2026 New Year Cross-Asset Range Shift,21,47.61904761904761,-4.8477,-116.33979999999998,-2.326796,4.811028265431564,FAIL,ROI (-2.33%) < Target (+10.00%); Net R (-4.85R) < Target (+2.50R)
20,W20,March 2026 Modern Microstructure Shock,41,63.41463414634146,5.2419,111.27750000000007,2.2255500000000015,3.459682318983772,FAIL,ROI (+2.23%) < Target (+10.00%)
