window_id,window,name,trades,win_rate,net_r,pnl_usd,roi_pct,max_dd_pct,status,failures
1,W01,Late 2023 Fed Higher-for-Longer Pause,24,50.0,-1.0048,-82.871,-1.6574200000000001,2.872856605417399,FAIL,ROI (-1.66%) < Target (+10.00%); Net R (-1.00R) < Target (+2.50R)
2,W02,Q4 2023 Year-End Soft Landing Rally,20,40.0,-6.834700000000001,-220.10145000000003,-4.402029000000001,4.402028999999966,FAIL,ROI (-4.40%) < Target (+10.00%); Net R (-6.83R) < Target (+2.50R)
3,W03,Q1 2024 Global Disinflation Surge,29,58.620689655172406,-1.7598000000000007,-143.78059999999996,-2.8756119999999994,3.908962997605629,FAIL,ROI (-2.88%) < Target (+10.00%); Net R (-1.76R) < Target (+2.50R)
4,W04,Early 2024 Tech & Index Expansion,24,37.5,-8.539700000000002,-238.4865,-4.76973,4.769729999999963,FAIL,ROI (-4.77%) < Target (+10.00%); Win Rate (37.5%) < Target (40.0%); Net R (-8.54R) < Target (+2.50R)
5,W05,Spring 2024 Geopolitical Energy Spike,21,38.095238095238095,-3.864800000000001,-137.1651,-2.743302,3.8220849471566565,FAIL,ROI (-2.74%) < Target (+10.00%); Win Rate (38.1%) < Target (40.0%); Net R (-3.86R) < Target (+2.50R)
6,W06,ECB Rate Cut Pivot & Dollar Strength,11,36.36363636363637,-4.312,-99.07885000000005,-1.981577000000001,4.392856094302427,FAIL,ROI (-1.98%) < Target (+10.00%); Win Rate (36.4%) < Target (40.0%); Trades (11) < Target (15); Net R (-4.31R) < Target (+2.50R)
7,W07,Mid-2024 High-Beta Equity Distribution,34,67.64705882352942,7.057099999999999,198.23475000000002,3.9646950000000007,2.752230912417208,FAIL,ROI (+3.96%) < Target (+10.00%)
8,W08,August 2024 Global Carry Trade Flash Unwind,36,55.55555555555556,-6.2256,-196.89140000000003,-3.937828000000001,4.623773818695821,FAIL,ROI (-3.94%) < Target (+10.00%); Net R (-6.23R) < Target (+2.50R)
9,W09,Fed 50bps Jumbo Rate Cut Ignition,12,25.0,-8.0411,-229.25255,-4.585051,4.585050999999985,FAIL,ROI (-4.59%) < Target (+10.00%); Win Rate (25.0%) < Target (40.0%); Trades (12) < Target (15); Net R (-8.04R) < Target (+2.50R)
10,W10,US Presidential Election Mega Breakout,32,56.25,-0.8351000000000006,-41.31925000000004,-0.8263850000000008,4.681191978941219,FAIL,ROI (-0.83%) < Target (+10.00%); Net R (-0.84R) < Target (+2.50R)
11,W11,Year-End Cross-Currency Flow Rebalancing,56,57.14285714285714,-2.379800000000002,-216.5263999999999,-4.330527999999998,4.3533639999998925,FAIL,ROI (-4.33%) < Target (+10.00%); Net R (-2.38R) < Target (+2.50R)
12,W12,Post-Inauguration Trade Policy Realignment,49,46.93877551020408,-0.6651000000000042,-110.43660000000003,-2.2087320000000004,4.007675050531188,FAIL,ROI (-2.21%) < Target (+10.00%); Net R (-0.67R) < Target (+2.50R)
13,W13,Spring 2025 Precious Metals All-Time High,45,44.44444444444444,-6.461300000000001,-119.80465000000005,-2.396093000000001,4.701553029119523,FAIL,ROI (-2.40%) < Target (+10.00%); Net R (-6.46R) < Target (+2.50R)
14,W14,Late-Cycle Yield Curve Steepening,35,51.42857142857142,-4.617900000000001,-111.38225000000004,-2.2276450000000008,4.537083867087362,FAIL,ROI (-2.23%) < Target (+10.00%); Net R (-4.62R) < Target (+2.50R)
15,W15,European Macro Slowdown & CNH Divergence,38,52.63157894736842,-8.065100000000001,-238.28595000000004,-4.765719000000001,4.831575549719512,FAIL,ROI (-4.77%) < Target (+10.00%); Net R (-8.07R) < Target (+2.50R)
16,W16,Late-Summer Commodity Volatility Expansion,17,35.294117647058826,-6.0131,-148.96725000000004,-2.979345000000001,4.619132867737846,FAIL,ROI (-2.98%) < Target (+10.00%); Win Rate (35.3%) < Target (40.0%); Net R (-6.01R) < Target (+2.50R)
17,W17,Autumn 2025 Global Liquidity Injection,27,40.74074074074074,-7.668400000000001,-231.69940000000003,-4.633988,4.633987999999972,FAIL,ROI (-4.63%) < Target (+10.00%); Net R (-7.67R) < Target (+2.50R)
18,W18,Q4 2025 Industrial Metals & Indices Momentum,19,31.57894736842105,-3.262100000000001,27.793449999999968,0.5558689999999994,4.416899170514474,FAIL,ROI (+0.56%) < Target (+10.00%); Win Rate (31.6%) < Target (40.0%); Net R (-3.26R) < Target (+2.50R)
19,W19,Q1 2026 New Year Cross-Asset Range Shift,16,25.0,-7.013400000000001,-231.26195,-4.6252390000000005,4.625238999999983,FAIL,ROI (-4.63%) < Target (+10.00%); Win Rate (25.0%) < Target (40.0%); Net R (-7.01R) < Target (+2.50R)
20,W20,March 2026 Modern Microstructure Shock,31,41.935483870967744,-7.4462,-221.89040000000006,-4.437808000000001,4.503891307215375,FAIL,ROI (-4.44%) < Target (+10.00%); Net R (-7.45R) < Target (+2.50R)
